index,label,tweet
2473,1,@Luxtonr7 @adamjamesberack LFC worst start in 50 years and still above EFC.... that is funny!!! #WishWeHadA28MilStriker 
301,1,@ozchrisrock hold on a minute. Are you saying All blonde white women look the same?? #sarcasm
2434,0,"@sommelierkeith aww bless ya. Enjoy your break babe, yeah it was great thanks.. Finally recovering from it. How's Ya tash going? 😘"
2888,0,I'm not going to survive today w/o breaking down in tears at least twice and possibly passing out. All nighter @the library was a bad idea.
3775,1,@SexualGif: when ur boyfriend interrupts your selfie http://t.co/kVZ8VCZ7Nu yeah happens all the time 
580,0,@TonyBrown03 @bigedh456 @ParkzTheDon hmmmm. I wouldn't say she has tits ??
311,0,@Brice_Jones but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm
2794,1,Shit just keeps getting better and better!!! #ShouldOfStayedInBed
2774,1,"@NussieT you realize you just tweeted out advice the other day on how not to spill your coffee, right?   #sloppy"
49,0,"really, what else can a fish be besides a fish? @RBRNetwork1 @TheOldBreed1775 @IndyEnigma @diverdown48"
1370,0,"#RedSox RT @pgammo: Meanwhile, in Caguas, Rusney Castillo goes 4-5 with mammoth HR. man, Alex Cora loves this guy"
724,1,@raeraeduke  your application is already filled up waiting for you to turn 21
728,0,Are we too young to understand
3682,1,@CCriadoPerez The person who wrote that is clearly a bit of a tit 
1120,1,Love games during the week because I don't get to go to sleep until like 1! 
2834,1,@AstroDWJust I was only clarifying for my LEGION of other followers.  #NotForTheIntellectuals #DrHandsomeDennis
2870,0,These guys are just amazing #gottalisten @cindybm2 The Allman Brothers Band - Stormy Monday ( At Fil...: http://t.co/GCaqwt2A50
1568,0,"Song of the Day: ""The Lights and Buzz"" - Jack's Mannequin."
2873,0,"But hey, 1 study guide for chemistry down 5 to go"
2022,1,@stellabearrr @oliviaboxall sounds like flat 8 are having a wonderful morn!|#HAH  #WOTWOT
460,0,"@AlexStearnCom Hey Alex, thanks for the support. My FB page is : https://t.co/9CaCW9cY7i|Blessings and success to you."
2861,0,Was pretty windy at the summit. Memphis loves the floppity ears while he watches the raptors soar #getoutside #yyj http://t.co/nQmIihtlll
479,0,"@ollielocke for the #yoga people out there, this is a Down Faced Dog dinner! #MerryChristmas http://t.co/fP25vVmS0z"
2253,1,@dukeblueplanet @CoachKaman The number 2 play was awesome. 
1630,1,"This is how I responded|""More movies about heterosexuality. I really wish they would stop shoving their lifestyle down our throats."" "
357,0,"@_Liam_Walker_ @TheOxfordMail A thief, a liar, a vote rigger, mocks those who use food banks and an online bully #irony"
766,0,@lawsondath92 Hope the header didn't mess up that barnet
5,1,I can't breathe! was chosen as the most notable quote of the year in an annual list released by a Yale University librarian 
286,1,"Thanks @AirAsia, for nothing. All my family were flying with you from KL to attend my wedding. #everyonecanfly  #AdelaideRouteCancelled"
3435,0,"LOL and now you cant see when blocked, best thing you can do is install a different browser @Chief1787 @Hankin57"
436,1,"So #GuardiansOfPeace win by threatening to destroy the #peace!!!, what a #irony"
1876,0,"#Sopping #wet|#Squishing #mud #between #toes...||Well, why ...|#Swimming in a #mud #puddle"
110,0,Hell has frozen over. Literally. #Texas2015.
1134,1,The two constables -- Veer Pal Singh Yadav and Avnish Yadav - did not have any criminal record. - NDTV||
2558,1,At last I can quit work and enjoy life lol  http://t.co/UdmxqLfviB
2714,0,"Is it wrong of me to not want to read about horrible things in this world, just for one day?"
2411,0,What do you all think of that Salt-N-Pepa Geico commercial? I think it's pretty terrible.
2629,0,If you gon' judge people who drink and blaze FOH Go choke on some foreskin
3664,0,Look at this trash. You can clearly see his handle. He stole my name and my pictures http://t.co/nuJ94grwwB
2055,1,@KimKardashian cropped her own child out of her picture. #motheroftheyear  http://t.co/fLEYWkFyZQ
1571,1,Bush Govt to be prosecuted under Geneva Convention for torture after CIA methods & VP admission exposed. http://t.co/SV4j6clfUB 
343,1,"@Boeing, @SpaceX told to stop work under crew contracts #irony http://t.co/1Hyb70IATA"
476,0,One from her please *cries* http://t.co/z0Yt6Dax7s
1386,1,"The word ""Taliban"" comes from the root word ""Talib"" which means a student. |#PeshawarAttack #DeathToTaliban #DeathToISIS"
2745,1,Fun at @JRfm #Basics4Babies Day @langleyevents on Sunday: Ask Travis Lulay to get his face painted like Tony The Tiger  #worthashot
2178,1,@billisFPS @BFBulletin ikr!! This is not a true Battlefield game! :/|.|.|.|.||
638,1,.@ThatNeilGuy Isn't it great how all those ppl have done a public mea culpa since that didn't happen? 
2091,0,"A decent Christmas party for a change, and an added bonus of not missing the last train for a change!"
705,0,@StephHammy @ZacapaRum lol.. Old enough to know better... Young enough to do it again
3821,0,Chill #Repost #Dead  #Dominos #Haha 😂💀 http://t.co/SnUkkgCDB9
1666,0,...except we have no hot water. Naturally no one would be in the office to take my call. I fucking hate it here.
435,1,Yeah nice hair babes  😂😂 http://t.co/8fxZpZW8qu http://t.co/Wi36fjE5EX
87,1,"dude said I better think hard , so he can take me to cheddars lmao ! "
2997,1,Well throwing up at 6:00 am is always fun ☺| 
714,0, 3 But 350 Girl Friends - #DrAmbarish- Upcoming Movies http://t.co/oxVfdavXl4
3082,1,@twitterlessTROD has the best pickup lines 
220,1,What to do with that old #motherboard you have laying around. #NOT http://t.co/RjtcaMq9Gz #guitarpicks
1436,0,🇫🇴🇱🇱🇴🇼 THIS:|#TSU website now worth $1.5 Million!||You get paid for posting!|http://t.co/OXybfwwWb6 http://t.co/3rW8P7GfW8
1698,0,new shoes. kinda in love with an inanimate object. http://t.co/JRqIc9QyMk
1879,0,Tomorrow is the day I'm coming back to Florida for good .... :(  unless something changes in  the next 24hrs which I doubt   #ready
776,1,Making the most out of my last vacation day. #not #tvandsleep
890,1,Why isn't there a playoff legend Romo? @EASPORTS_MUT 
769,0,I'll try to guess the ASCII symbols without my admins help. Always trying to learn.
3676,1,"And with this revelation, the African-American community's faith in law enforcement skyrockets!  http://t.co/lFnoH0JLjX"
1810,1,There's nothing better than the feeling of being loved 😒 lol nothing 👍 
3188,0,@AlTruda73 @TMJ4Steve But I never really check- so maybe this thing is wrong every week!
2419,0,"Company profile NOT TWINS VENTURES, LLC - http://t.co/b75EgvMfU7   #TWINS #VENTURES, #LLC"
2609,0,#Israel #freezes #funds to #Palestinians #over #ICC #approach. http://t.co/kYY2bOdfs3 via @reuters
3250,0,And here we gooooo.....LOL #calledit #bandwagon #Houseisafeeling #EDUCATE yourself kids https://t.co/HP0JtlpfYQ http://t.co/rGkVlsM9JN
3749,1,Students too busy protesting a grand jury decision to study deserve to fail.  Actions have consequences.  
683,1,How can u miss something u never had?||#randomthoughts #miss #irony |http://t.co/G5jLy9IKqn
716,0,Image via We Heart It https://t.co/KOZ2pho18Y #feelings #not #people #telling http://t.co/jBDXQEDjbi
675,1,I just love it when my knee clicks 😄  😒
514,1,Nothing says nature like the relentless sound of AM commuter traffic #fthunter #AMdogfun #not@allpeaceful
1516,0,Please dont fuck with me when I first wake up a morning person!
537,1,Love waking up to no heat in my apartment #not #socold
892,0,@P333Games @AskPlayStation thnx all sorted now.. #kids #happy 😊.. Thanks again @P333Games for trying to help most of all thaku for replying
374,0,I wonder how many people who visit food banks have huge TVs or are drunks? #freedomofspeech #foodbanks
2697,0,Porygon2 are  found in the www.monstermmorpg. com wild. #firemen follow @MonsterMMORPG #paint
2375,1,Powerful picture taken by a #protester the #night before #christmas. The  is real. http://t.co/EVdeheqpsj
548,1,Decemberbessen #not #fail #footprint sorry.... http://t.co/wsoYa1Wu1J
2905,0,@Pret hmmm interesting 'jury's out' but edging towards the right side of 'favourable' !! #hopethathelps
787,0,i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @Totalbiscuit winning an award
276,1,Jeez it's a lovely morning out!! 💨💧💦 👎  #Ireland #December
618,0,Mondaiiis to fridaiis without Huweyyyyyy #do #NOT #like http://t.co/eY6n4SeS9M
3771,1,"Time to free ourselves of the Tyranny of the USA and lean towards more tolerant societies, like those of Russia and China. "
1778,0,"@aleciamarie21 @DonnieWahlberg is it bad that after my ""happy Preds won"" 🎉 dance my first thought was Donnie?! 😁🙊"
1681,1,Will put corporate racism and sexism back where it belongs: Face-to-face  @RachelFeintzeig: Execs think twice http://t.co/6V5d24NgS5
2035,1,I love when this happens  http://t.co/CkMiXBPGAR
3441,1,@coribeth_ guess the #bronut works best in combination with these #mentissues . wanna see this #'sneeze'  http://t.co/qCQVL0pqz5
793,0,@jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT
2557,0,@vicenews halting heroine overdoses instantly? How will the music and film industry block that one wonders?
2020,0,"Every parent wants their child to get ahead, help your child with a sponsorship/grant from @TheMMBF #charity"
120,1,#Malala Yousufzai receives #NobelPeacePrize and #Pakistan ranks in top 10 dangerous countries !!! #irony
761,0,"ROFLMAO yeah, OOPS is right @Gumlegs @RBRNetwork1 @blacktalkradio @jumbopaperclips"
2100,0,maybe i should delete my facebook tab- cause then i'd probably get more stuff done and be less distracted
1039,1,@doodlebug0 Why not? The House Committee has been very informative thus far!!!  |#UniteBlue
1836,0,I had the best New Years!!!! Spent it with the people I love & I fucking loved it! 😍 Such a happy camper right now! 😝💚❤️
173,1,"I just drank a healthy, homemade, all fruit smoothie...in a @Budweiser beer glass. #irony"
3280,0,It's funny to think that there are literally books out there for whatever you want to do in life (be a... http://t.co/0lXFKhvSZM
897,0,@BlogOfErised so I gave up and am now heading for bed orz
2108,1,Sooooooo the #Bears will be looking for an offensive coordinator as well. This bodes well for next season.  #whatamess
3511,1,So despite the fact that I was up till 4 studying and had to wake up at 7 I think this day is going to be great 😒 
2961,0,I'm kinda missing summer @barbiegirl678 .|.|.|#summer #2o14 #bestie #alena #bestfriend #idek #we #cool  #chips #food #followme #ifoll...
3817,0,Fries With That 304 #AlabamaStateMajors
2413,1,The moment you realize that what have you done in this whole year . 
3000,0,Sad to hear about @StuartScott passing. His family and friends are in my prayers today. #rip @espn
1804,0,my life won't be complete until I meet @Theresacaputo 💕
2709,0,Still can't believe my teammate is engaged! #Holymoly #RingBySpring #TurnUpppp @tdoom789
1983,0,"Seriously tho if you need me anytime over winter break just shoot me a text. Probably won't respond cuz I'll most likely be eating, but hey"
439,1,I feel like crap today. So instead of Redbull I'm drinking something healthy. #NewYearNewMe  #TotallyStillGoingToDrinkTheRedbull
1130,1,@Zoopla brilliant news for potential young buyers! 
3575,1,@TheRealL_Bray I mean that all matter this game 
1334,1,Yeah so I'm on a diet🍕  http://t.co/RfgZvzuBC5
2386,1,Wow I feel great 
3328,0,I'll go to Hawaii!|Bye Bye my friends! I'll be back😁😁#Hawaii#trip#with#myfamiry#because#girlfriend http://t.co/4eR9E8Nxde
3459,0,@Lewisdaay vodka lime and lemonade is the one 👌👌👌
507,1,@XFINITY yay another outage in less than 8 hours. Keep up the good work! 
757,1,Watching VT and Cincy - qb for VT with (GODS) down left arm (GIFT) down right arm. - #irony #howmanygods #punctuationmatters
2430,0,"@anna_krystyna: "" It's the freshman semester of my first year..."" #ohanya #finalsamiright"
1476,0,Fucked up.  in the mood at all
3600,0,"FALSE, slavery was based on economics, @RBRNetwork1 @GodlyPghDad @Anan_VII @billvanglahn @JoeHilgerman @1_Free_Man"
3628,1,All hell is breaking loose... Ahhhh everybody freak out 
312,1,A #celebrity is a person who is known for his well-knownness. #fact #TeamFollowBack #irony
157,1,Haha who the fuck says that to someone#TrueGentlemen 
758,0,@ArranArmitage because I find people with different ideas and ways of life interesting.
3131,1,@sunlorrie @ctv ??? #Liberal used in same sentence?? Unheard of!! Turn in your keyboard sir! 
3605,0,"In the last 2 movies I've seen Alan Arkin in (Argo, GrudgeMatch) he has had me absolutely rolling."
1470,0,@Cameronjwalker4 miss u I'm leaving on 7th so .... Need to see you before I go 😩😩😩😩
1911,1,"But not a grocery store or pharmacy. Sensible.  ""@GRPress: Offices or apartments? owners of Monroe Avenue factory ponder options"""
2025,1,Wow am I glad that I have to cycle through this weather.||
1932,1,So that was the inception episode. Down to the tangerine/ spinning top. Subtle. 
3102,1,"@Matthies2 Tx, i saw that. must be a great shot to defend oneself from a fierce attacking giraffe.  #HungerGames"
1731,0,@unsarcasticone Oh crap. Mean. What did it mean. See my last few RTs. 
688,0,@HollyManthei no one really says that
721,0,#AdvancedWarfare is so much better than any FPS released in 2014 XD
382,0,So not okay with DB's racist jokes.
2427,0,@TylerJShock How do you score on someone?
3734,1,NEW  CURTAIN U.S. #Christians like @briansbrown travel to #Russia to torment #LGBT who are seeking asylum here http://t.co/u53SJeFR67
2344,1,"Secret Santa for one of my er...""hotter""  work colleagues.. http://t.co/Ellk2A0pfh"
435,1,Tomorrow three test signature.|Thank you. |#school #sarcasm
1855,0,@The_Macallan @WeeRockWhisky patio tumbler goodness #Mac12days
101,1,I love waking up at 8 am on a Saturday morning after going to bed at midnight 
2647,0,"btw, dummy, 140 limits @RBRNetwork1 @1_Free_Man @TheLexZane @Anan_VII @ABPT_Rocket @kusun0"
1149,1,@simon_orourke @RaLUFC To be fair he looks like he's lost a lot of weight since his amazingly successful halcyon Leeds' days! 
2900,0,Chasing my dog though the house  fun
448,0,@AntearousGaming hey I seen u have followed me and I was going to ask to check out my channel and help me with a shoutout for subscribers ??
2247,0,"2AM on Christmas Day, and we're heating up Pizza and Breadsticks. #theboysarebackintown http://t.co/4PNPfk28LZ"
413,0,just one of those nights 😔
2540,0,Thinking I should lock my phone away for the night: #ifyoudonthaveanythingnicetosaydontsayanythingatall
3701,1,"Good choice to stay up late, Lys.  #study #finalsweek #deathofme"
2668,0,"Still wondering why the pop-up ""save password"" still pops up even when you do not tick ""keep logged in"". -Sarcastic"
1173,0,that fits @2014Outlaw @brownbearmike1 @real_smart_guy3 @RBRNetwork1
1266,0,stl.You Will Never Win Again RT @viggie_kopite: New Manager? New Striker? New Transfer Committee? (cont) http://t.co/vQkvIx4eNX
2230,0,Let's just not pretend for once. .
3482,1,My husband thinks I'm crazy because I taped my tape dispenser. Hehe. I'm handy like that. .... http://t.co/rhKEpQ7pWs
118,0,Choose your words carefully hurting someone feelings is not the right way to go.
1770,1,"Quel domage  RT @CFL_News: No Canada: Bills in TO series, which was a colossal flop, has been cancelled http://t.co/LBIF1WE2pW #CFL #NFL"
4,0,3 episodes left I'm dying over here
1447,0,This kid right here makes me so happy ❤️ #nephew http://t.co/4J4wI6qp2v
3571,0,#CDC:  #Enough #Patients #Getting #Flu #Shots #This #Year: (HealthDay News) – Fewer than half of Americans have... http://t.co/dJAYXiFFQA
109,1,I'm so pissed off at Chicago. Like the people at the airport ruined so many peoples chances of ever meeting the boys 😑😑😑. Way to go 
3084,0,hope  better#hope#tokyo by nic_kill http://t.co/siH8czvVGw http://t.co/6RDIxdNATI
950,0,"@Parlett316 that's where you are wrong, I can just watch his films and not follow him on Twitter."
2134,0,@Tbose_BestT   People who are drinking and driving  now please
204,1,Picked an excellent day to get my hair done ?? #sarcasm
2039,0,#notcies #eu Keeping deficits down: How successful is the EUs budget-surveillance mechanism? http://t.co/2oRy3l6hiW
2074,0,@NordstromYYC Thanks. I'll have to check out another store in Calgary.
2520,1,@dawncflv @MRbelzer he's the detective!!! lol  #OrTypeCast
2339,1,Well the week is off to a great start.  #fml
403,1,My son gave me a cold......again!!! Yay! #sarcasm #NotExcitedAboutThisShitAtAll
394,1,Gotta love a Romanian playing an improvised version of jingle bells in a minor key. Really sets the festive mood. #not
977,1,@Espngreeny Aren't humans the ones who are playing the sport? 
406,1,Went neck deep in a swamp today so that was fun  #chilly
454,0,"Shopping day with Ms 15 today. Her haul included new Docs, eyeliner, bras, new issue Frankie mag, and half of Kikki K. Tired and broke now."
3377,0,"@BestProAdvice @IntThings More clean OR cleaner, never more cleaner "
2012,1,Customers during Christmas time are SO NICE. 
376,0,Lazying about in a hoody #WinterTimes
401,0,You've set yourself some target to achieve there like love #hot or #not http://t.co/IbXXkKRsto
2234,1,I love being on hold. Especially when the music is so great. 
133,0,The pure #reality of . http://t.co/wokWEvDvrp
2166,1,When that bish defollows you  #disney #belle #MoreFollowersPlease http://t.co/i549jbbPLK
997,0,It was a greaaaat night! ☺️😁
2171,0,@TBLightningFeed @RawCharge I sure hope ev1 vaccinations are up to date! #GoBolts @BoltsByTheBay @TBLightning @ThunderBugTBL
224,1,Blowing your nose so hard your ears pop is the greatest way to start a Wednesday. 
3581,1,Stuck in the traffic at 7.55am. Yuppy -.-  #happytuesday
2756,1,Well here comes another 6+ page paper. #ilovecollege 
540,1,Youve got to just love the efficiency @usps two-day service!  #7DayService #prioritymail #hahahaha http://t.co/oQsqUAo5a9
3254,1,And after being up for over 24 hours I'm finally getting some freaking sleep.. #HappyHolidays  #AlwaysWorking
3215,0,@GodIsAliveNRock @ao_LangsHughes The Greatest Unsolved Mystery = God!
482,1,Oh I just love when I wake up with a migraine ?? #not #needmeds
2896,0,#notcies #eu Foreign Affairs Committee MEPs to discuss Lebanon with prime minister http://t.co/vO8qmlP1Gv
1669,1,I just love being in charge of comp music 😀 
1269,0,Babysitting night! Hoping my car doesn't get towed bc idk where to park 😰
485,0,Felicitats http://t.co/SnKpTNHwJ7 #Penedesfera #notcies
699,1,@anamyid @i_contemplate_ @left_liberal effigies of jesus or allah..... when she herself hadnt kept any of d hindu gods #irony
2974,1,Stop being the fan. And be the person blowing minds. 
1077,1,@vhdawg The day one of him minions was carrying a sign saying my mother was fat was one of mine. 
448,1,#mondaymorning pouring rain and i am singing 'the most wonderful time of the year' as i walk to the office 
3529,1,"@DestinyTheGame @Bungie we've grinded for our gear and now they're worthless, thank you "
277,0,@Jaee_ThaPrince I need a spot for my birthday
2014,1,. which is why i've visited #pakistan as many times as i have .. sez @BarackObama 
3058,0,Dog for dinner anyone? #Cultivo #Letchworth not bringing my kid here again
1124,1,Rain and sleet hun? Yeah I totally want to get dress and go to work. Sounds like  fun  #iwannagobacktobed
3109,0,@steviefriz83 @ddot42 @D_Murph72 @MurrayMurray8 @SeanBhoyCfc @LFCNev @nicsameva fuck it mite just warch eastenders 
2319,0,Days when you just want everyone to leave you alone  #in #a #good #mood #noHunting
55,0,American Kids starting playing and now I'm super missing #summer2k14 #kennychesney
3092,1,Lmao I may be drunk... But my level of maturity is at it's all time high lmfaoo. 😂😂😂 
1934,0,"@Parlett316 he's played 5 minutes, 0-4 from field, a steal and 2 fouls. that's it. that's all he's done."
2921,0,#pick #up #linez  to use|Boy:When u smile its like the sun|Girl:Awe|Boy:because ur teeth are so yellow|;)
1665,1,@OpineJ There's no personal responsibility anymore. You can't expect anyone to think. 
486,1,Cook and England rudderless at the death. Seven games and we've got progressively worse! Can't wait 'till they arrive here for WC #sarcasm
1451,0,Just seen the result| What the actual.... #saintsfc
515,1,@JeremyCee @oldmanebro thank God for Kanye giving these unknowns some help. 
2005,0,"Why is it so hard for people to cover their mouth when they cough?? Specially old people! Wtf, isn't it common curtesy? #coveryomouf #nasty"
3536,1,@oimagenta Just abt 2 say d same  :) I'm not sure whether Oxford Brookes Uni is part of Oxford Uni. yet his CV is impressive still!
3138,0,@TonyBrown03 @ParkzTheDon @bigedh456 if not your 👊👊 box them up yeah 😂😂
300,0,@oneplanetmikey I saw a leaf blowing in the breeze. You could yell at that if you wanted to?
1308,0,"This has nothing to do with anything at all, but I hate the word ""fleek"". It sounds like something I'd name my Neopet."
263,0,#succes #it #is  #about #what #we #see #if #we just #keep #hope #and #never #give #up #success #is... http://t.co/bCjdQqzo1k
912,1,Many of the best ideas come from having fingers too fat for your keyboard.  #nimble  #agile
462,1,Ohh he can climb a rope? Just like every other commando? Super talented.  #TakeMeOut
2664,0,@nyormnyorm @iamedem Nice but  original
3163,1,love taking the subway alone at 2:40am 
2292,1,@BrDieteticAssoc bring it on. Will look forward to the Easter one more :-))) funnily enough i crave salad and fruit round xmas now!! 
466,1,"Thanks for the dick pic, really, thanks. #Sarcasm"
3552,1,There was a point where the effort was coming in only one direction. I left and that there was a 180° change in direction 
2124,0,@CameronJohnso23 so pissed at 2K rn..
1885,0,"@HELENOHENZO Your not understanding something, does  make you an expert in the field."
1820,1,How DARE somebody exercise their freedom to protest and freedom of speech. 
601,0,That's comfortably the most stonewall penalty I've ever seen.. What are these refs on? #hadone #Stoke
3646,0,@BBCtrending @CAllstadt @Turnoftime #Already dividing One from another!| Good
3710,0,Packers fans on Twitter are on full meltdown mode... R. E. L. A. X.
544,1,"@MorganKIRO7 Those ""waves"" are epic!  He he"
2524,0,@TU_SuccessStory I'm getting to notifications though. I know we up but only by 10. We playing bad?
1843,0,Photo: #whynot? #why #pop#art #artist @whirleytimes #whirleyshot #whirleystudio #sharpie #acrylics... http://t.co/5CEDFL7SHL
1700,0,"#OrionLaunch go, no-go, go, no-go. I'm getting dizzy... Imagine if there was a crew in there - how stressful would this be?!"
2513,0,@livejazzman #do  #worry. They're Percey. @CharlemagneII got the same pair.
2117,1,Thechicago firehouse restaurant goes up in flames.  #chicago #fire #cfd #workingpress #cbs #wbbm... http://t.co/H7VwVUry8P
653,0,"Absolutely no #ALP or @jrobertsonmp fan, but seriously many have done this before him & many will. #Scapegoat #Excuse he was a lame duck"
2059,0,What I did for my food at the Spanish party!  http://t.co/Pl1u0qyyyI
3205,0,"2 a.m., just went to bed  #Twitter #Sleepy #2am http://t.co/49XwyrlADo"
566,0,@JeffersonLake Are they going for the very original plans now?
2275,0,This is a song??? Awful!! http://t.co/5wBneRXGQF
53,1,i decided to become my own boss to have more free time.. now i have no time left whatsoever. 
218,0,"#Forever #Young, Forever  #Out, Forever in #our #hearts. |#RIP #PhillipJoelHughes. @vCricketAU @CricketAus"
3794,1,"@SouthamptonFC So Monday it is ,tickets on general sale for boxing day.thanks for your help"
1640,0,@MailOnline @Abdullah_Azfal can't even bring myself to read this #rip
707,0,"My mom is the most annoying person I know. I know you're gonna read this since you creep my account, s/o to my mom #idc#istillloveyou"
780,0,"If you drag yesterday into today, your tomorrow cannot be what it was meant to be. Let. It. Go. #BringOn2015"
2977,0,#sundayfunday #mylove #mermaidlove #newyear2015 @ Rockefeller Center http://t.co/jKgE7NTRni
3561,0,"@tysonmanker @FoxNews Wow. Catch up with the news. ""False intelligence"" found to be not false. See Wikileaks and other sources."
2164,1,Aren't you just loving the snow?  #Stockport  http://t.co/JhG0LxAun5
2211,0,"I always forget that many #activists and #radicals who are most earnest look back fondly to 1918 and 1793, not 1848 or 1789. #classwar"
3304,0,"Casual meal with a mate, didn't turn out as expected! #disappointed!"
2332,1,@blushinggs: don't let fuckboys get in the way of you being happy never have AND never will. Lmao  #DontBelieveMeJustWatch
850,0,@HeyAmie @brad4word I have no idea why Brad would be in the doghouse...
2857,0, EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK http://t.co/qs6Ij3pBmS
2803,0,Just hangin' with ma dawg #eyesup http://t.co/Uz9vbwCvZE
558,1,http://t.co/xMzzKi6kn6 << This should be Christmas number 1! #accounting  #absolutetosh
1152,1,Where is the #TortureReport from Showtime's Homeland? 
295,0,http://t.co/TUqXSWNBuP In light of the #Murders of two NYPD Officers inspired by #IcantBreathe should... http://t.co/nMYE90O4in
2971,0,Thank you @wizards_magic.  Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players. 
1671,1,Hangovers and work...  RT @TheChrisStuckey What is your favorite thing about Monday?
1358,0,Flight diverted over boiling water incident http://t.co/FPT6yjxYIm
2862,0,"I need to get up, but Sasha is way too cute!"
726,0,Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock
1153,1,"Jesus, Mary and Joseph. How sad to go through life suffering from  deficiency"
